Ocupação;Ocupação CBO;Sinônimo Ocupação-completo;
114305;Dirigente e Administrador de Organizacao Reli                                                                                                         ;DIRETOR DE ENTIDADE RELIGIOSA                                                                                                               
114305;Dirigente e Administrador de Organizacao Reli                                                                                                         ;GESTOR DE ENTIDADE RELIGIOSA                                                                                                                
114305;Dirigente e Administrador de Organizacao Reli                                                                                                         ;SECRETÁRIO-EXECUTIVO DE ENTIDADE RELIGIOSA                                                                                                  
114405;Dirigente e Administrador de Organizacao da S                                                                                                         ;DIRIGENTE DE CLUBE E ASSOCIAÇÃO ESPORTIVA                                                                                                   
114405;Dirigente e Administrador de Organizacao da S                                                                                                         ;DIRIGENTE DE ORGANIZAÇÃO DE DEFESA DE DIREITOS                                                                                              
114405;Dirigente e Administrador de Organizacao da S                                                                                                         ;DIRIGENTE DE ORGANIZAÇÃO DE DESENVOLVIMENTO CULTURAL                                                                                        
114405;Dirigente e Administrador de Organizacao da S                                                                                                         ;DIRIGENTE DE ORGANIZAÇÃO DE PROTEÇÃO AO MEIO AMBIENTE                                                                                       
114405;Dirigente e Administrador de Organizacao da S                                                                                                         ;DIRIGENTE DE ORGANIZAÇÃO FILANTRÓPICA                                                                                                       
114405;Dirigente e Administrador de Organizacao da S                                                                                                         ;DIRIGENTE DE ORGANIZAÇÃO HUMANITÁRIA                                                                                                        
114405;Dirigente e Administrador de Organizacao da S                                                                                                         ;DIRIGENTE DE ORGANIZAÇÃO NÃO-GOVERNAMENTAL                                                                                                  
122105;Diretor de Produção e Operações em Empresa Ag                                                                                                         ;DIRETOR DE PRODUÇÃO NA AGROPECUÁRIA                                                                                                         
122115;Diretor de Produção e Operações em Empresa Fl                                                                                                         ;DIRETOR DE PRODUÇÃO EM EMPRESA FLORESTAL                                                                                                    
122120;Diretor de Produção e Operações em Empresa Pe                                                                                                         ;DIRETOR DE PRODUÇÃO EM EMPRESA PESQUEIRA                                                                                                    
122205;Diretor de Produção e Operações da Indústria                                                                                                          ;DIRETOR DE PRODUÇÃO EM UTILIDADES                                                                                                           
122205;Diretor de Produção e Operações da Indústria                                                                                                          ;DIRETOR DE PRODUÇÃO NA INDÚSTRIA DE TRANSFORMAÇÃO                                                                                           
122205;Diretor de Produção e Operações da Indústria                                                                                                          ;DIRETOR DE PRODUÇÃO NA MINERAÇÃO                                                                                                            
122205;Diretor de Produção e Operações da Indústria                                                                                                          ;SUPERINTENDENTE DE OPERAÇÕES INDUSTRIAIS                                                                                                    
122305;Diretor de Operações de Obras Publica e Civil                                                                                                         ;DIRETOR DE CONTRATOS DE OBRAS PÚBLICA E CIVIL                                                                                               
122305;Diretor de Operações de Obras Publica e Civil                                                                                                         ;DIRETOR DE OBRAS PÚBLICA E CIVIL                                                                                                            
122305;Diretor de Operações de Obras Publica e Civil                                                                                                         ;DIRETOR DE PRODUÇÃO DE OBRAS PÚBLICA E CIVIL                                                                                                
122305;Diretor de Operações de Obras Publica e Civil                                                                                                         ;SUPERINTENDENTE DE CONTRATOS DE OPERAÇÕES DE OBRAS PÚBLICA E CIVIL                                                                          
122520;Turismologo                                                                                                                                           ;GESTOR EM TURISMO (TURISMÓLOGO)                                                                                                             
122605;Diretor de Operações de Correios                                                                                                                      ;COORDENADOR GERAL DE OPERAÇÕES DE CORREIOS                                                                                                  
122605;Diretor de Operações de Correios                                                                                                                      ;DIRETOR DE CORREIOS                                                                                                                         
122610;Diretor de Operações de Serviços de Armazenam                                                                                                         ;DIRETOR DE GESTÃO PORTUÁRIA                                                                                                                 
122610;Diretor de Operações de Serviços de Armazenam                                                                                                         ;GERENTE DE TERMINAL EM OPERAÇÕES DE ARMAZENAMENTO                                                                                           
122615;Diretor de Operações de Serviços de Telecomun                                                                                                         ;DIRETOR DE OPERAÇÕES DE RADIODIFUSÃO                                                                                                        
122615;Diretor de Operações de Serviços de Telecomun                                                                                                         ;DIRETOR DE REDES (TELECOMUNICAÇÕES)                                                                                                         
122615;Diretor de Operações de Serviços de Telecomun                                                                                                         ;DIRETOR REGIONAL (TELECOMUNICAÇÕES)                                                                                                         
122620;Diretor de Operações de Serviços de Transport                                                                                                         ;DIRETOR DE LOGÍSTICA EM OPERAÇÕES DE TRANSPORTES                                                                                            
122705;Diretor Comercial em Operações de Intermediac                                                                                                         ;DIRETOR ADJUNTO COMERCIAL EM OPERAÇÕES DE INTERMEDIAÇÃO FINANCEIRA                                                                          
122705;Diretor Comercial em Operações de Intermediac                                                                                                         ;DIRETOR DE PLATAFORMA EM OPERAÇÕES DE INTERMEDIAÇÃO FINANCEIRA                                                                              
122705;Diretor Comercial em Operações de Intermediac                                                                                                         ;DIRETOR REGIONAL EM OPERAÇÕES DE INTERMEDIAÇÃO FINANCEIRA                                                                                   
123105;Diretor Administrativo                                                                                                                                ;SUPERINTENDENTE ADMINISTRATIVO                                                                                                              
123110;Diretor Administrativo e Financeiro                                                                                                                   ;SUPERINTENDENTE ADMINISTRATIVO E FINANCEIRO                                                                                                 
123115;Diretor Financeiro                                                                                                                                    ;DIRETOR DE FINANÇAS                                                                                                                         
123115;Diretor Financeiro                                                                                                                                    ;DIRETOR DE PLANEJAMENTO FINANCEIRO                                                                                                          
123115;Diretor Financeiro                                                                                                                                    ;SUPERINTENDENTE DE FINANÇAS                                                                                                                 
123115;Diretor Financeiro                                                                                                                                    ;SUPERINTENDENTE FINANCEIRO                                                                                                                  
123205;Diretor de Recursos Humanos                                                                                                                           ;DIRETOR DE CAPITAL HUMANO                                                                                                                   
123305;Diretor Comercial                                                                                                                                     ;DIRETOR DE VENDAS                                                                                                                           
123305;Diretor Comercial                                                                                                                                     ;DIRETOR GERAL DE VENDAS                                                                                                                     
123305;Diretor Comercial                                                                                                                                     ;SUPERINTENDENTE COMERCIAL                                                                                                                   
123305;Diretor Comercial                                                                                                                                     ;VICE-PRESIDENTE COMERCIAL                                                                                                                   
123305;Diretor Comercial                                                                                                                                     ;VICE-PRESIDENTE DE VENDAS                                                                                                                   
123310;Diretor de Marketing                                                                                                                                  ;SUPERINTENDENTE DE MARKETING                                                                                                                
